doc_id,work_group,author,char_count,self_author_hit,any_candidate_author_hit,self_title_hit,first_line_self_author_hit,first_line_self_title_hit,last_line_self_author_hit,last_line_self_title_hit,self_author_hit_count,candidate_author_hit_count,self_title_hit_count
Creanga_PovesteaLuiIonicaCelProst.txt,Creanga__PovesteaLuiIonicaCelProst,Creanga,20539,False,False,False,False,False,False,False,0,0,0
Creanga_MosNichiforCotcariul.txt,Creanga__MosNichiforCotcariul,Creanga,31369,False,False,False,False,False,False,False,0,0,0
Creanga_IonRoataSiCuzaVoda.txt,Creanga__IonRoataSiCuzaVoda,Creanga,10304,False,False,False,False,False,False,False,0,0,0
Creanga_PovesteaPovestilor.txt,Creanga__PovesteaPovestilor,Creanga,14837,False,False,False,False,False,False,False,0,0,0
Delavrancea_NuEGeabaCafea.txt,Delavrancea__NuEGeabaCafea,Delavrancea,36232,False,False,False,False,False,False,False,0,0,0
Delavrancea_MareleDuce.txt,Delavrancea__MareleDuce,Delavrancea,5055,False,False,True,False,False,False,True,0,0,15
Delavrancea_SadiElMahib.txt,Delavrancea__SadiElMahib,Delavrancea,12298,False,False,True,False,False,False,False,0,0,22
Delavrancea_Neghinita.txt,Delavrancea__Neghinita,Delavrancea,18275,False,False,True,False,False,False,True,0,0,59
Delavrancea_Vacantie.txt,Delavrancea__Vacantie,Delavrancea,45727,False,False,False,False,False,False,False,0,0,0
Delavrancea_DinMemoriileTrubadurului.txt,Delavrancea__DinMemoriileTrubadurului,Delavrancea,46372,False,False,False,False,False,False,False,0,0,0
Eminescu_FrumoasaLumii.txt,Eminescu__FrumoasaLumii,Eminescu,24199,False,False,True,False,False,False,True,0,0,5
Eminescu_Poesis.txt,Eminescu__Poesis,Eminescu,5634,False,False,True,False,False,False,False,0,0,3
Eminescu_GeniuPustiu.txt,Eminescu__GeniuPustiu,Eminescu,170837,False,False,False,False,False,False,False,0,0,0
Eminescu_FatFrumosDinLacrima.txt,Eminescu__FatFrumosDinLacrima,Eminescu,39627,False,False,True,False,False,False,False,0,0,1
Filimon_SchitaBiograficaAsupraMaestruluiBellini.txt,Filimon__SchitaBiograficaAsupraMaestruluiBellini,Filimon,9538,False,False,False,False,False,False,False,0,0,0
Filimon_BabaHirca.txt,Filimon__BabaHirca,Filimon,8128,False,False,True,False,False,False,False,0,0,2
Filimon_ArteleSiStiintileInRomania.txt,Filimon__ArteleSiStiintileInRomania,Filimon,7077,False,False,False,False,False,False,False,0,0,0
Filimon_CiocoiiVechiSiNoi-CheraDuduca.txt,Filimon__CiocoiiVechiSiNoi,Filimon,14284,False,False,False,False,False,False,False,0,0,0
Filimon_CiocoiiVechiSiNoi-DinuPaturica.txt,Filimon__CiocoiiVechiSiNoi,Filimon,7679,False,False,False,False,False,False,False,0,0,0
Filimon_CiocoiiVechiSiNoi-EducatiuneaCiocoiului.txt,Filimon__CiocoiiVechiSiNoi,Filimon,14850,False,False,False,False,False,False,False,0,0,0
Filimon_CiocoiiVechiSiNoi-IpocritiiInLupta.txt,Filimon__CiocoiiVechiSiNoi,Filimon,13478,False,False,False,False,False,False,False,0,0,0
Filimon_CiocoiiVechiSiNoi-PostelniculAndronacheTuzluc.txt,Filimon__CiocoiiVechiSiNoi,Filimon,18190,False,False,False,False,False,False,False,0,0,0
Filimon_CiocoiiVechiSiNoi-RomanulSiFanariotul.txt,Filimon__CiocoiiVechiSiNoi,Filimon,4668,False,False,False,False,False,False,False,0,0,0
Garleanu_Vulturul.txt,Garleanu__Vulturul,Garleanu,3543,False,False,True,False,False,False,False,0,0,1
Garleanu_Punga.txt,Garleanu__Punga,Garleanu,21243,False,False,True,False,False,False,False,0,0,20
Garleanu_Grivei.txt,Garleanu__Grivei,Garleanu,4163,False,False,True,False,True,False,False,0,0,1
Garleanu_PasareDeNoapte.txt,Garleanu__PasareDeNoapte,Garleanu,2641,False,True,False,False,False,False,False,0,1,0
Garleanu_CatUnFirDeNeghina.txt,Garleanu__CatUnFirDeNeghina,Garleanu,3466,False,False,False,False,False,False,False,0,0,0
Garleanu_Hoinar.txt,Garleanu__Hoinar,Garleanu,5639,False,False,True,False,False,False,True,0,0,1
Ispirescu_ZanaMuntilor.txt,Ispirescu__ZanaMuntilor,Ispirescu,10290,False,False,True,False,False,False,False,0,0,1
Ispirescu_NumaiCuViteleSeScoateSaraciaDinCasa.txt,Ispirescu__NumaiCuViteleSeScoateSaraciaDinCasa,Ispirescu,8860,False,False,True,False,False,False,True,0,0,1
Ispirescu_VoiniculCelFaraDeTata.txt,Ispirescu__VoiniculCelFaraDeTata,Ispirescu,22825,False,False,False,False,False,False,False,0,0,0
Ispirescu_AdvocatulGonitDinRai.txt,Ispirescu__AdvocatulGonitDinRai,Ispirescu,5641,False,False,False,False,False,False,False,0,0,0
Ispirescu_GeorgeCelViteaz.txt,Ispirescu__GeorgeCelViteaz,Ispirescu,22973,False,False,False,False,False,False,False,0,0,0
Ispirescu_CopiiiVaduvuluiSiIepureleVulpeaLupulSiUrsul.txt,Ispirescu__CopiiiVaduvuluiSiIepureleVulpeaLupulSiUrsul,Ispirescu,22812,False,False,False,False,False,False,False,0,0,0
Oltean_DragosteDePloaie.txt,Oltean__DragosteDePloaie,Oltean,2301,False,False,False,False,False,False,False,0,0,0
Oltean_SomcutaMare.txt,Oltean__SomcutaMare,Oltean,3676,False,False,True,False,False,False,True,0,0,16
Oltean_NuSiNuuuuuuuuuuuuuu.txt,Oltean__NuSiNuuuuuuuuuuuuuu,Oltean,2491,False,True,False,False,False,False,False,0,1,0
Oltean_DeCeMurim.txt,Oltean__DeCeMurim,Oltean,3833,False,False,False,False,False,False,False,0,0,0
Oltean_CeSeIntamplaCuOameniiBatrani.txt,Oltean__CeSeIntamplaCuOameniiBatrani,Oltean,1627,False,False,False,False,False,False,False,0,0,0
Plugaru_Buchet.txt,Plugaru__Buchet,Plugaru,14788,False,False,True,False,True,False,True,0,0,60
Plugaru_CloscaBunicutei.txt,Plugaru__CloscaBunicutei,Plugaru,3274,False,False,True,False,True,False,False,0,0,1
Plugaru_NourasulSiniliu.txt,Plugaru__NourasulSiniliu,Plugaru,33463,False,True,True,False,False,False,False,0,2,6
Plugaru_Culorile.txt,Plugaru__Culorile,Plugaru,3558,False,False,True,False,False,False,True,0,0,5
Plugaru_PuiulDeVrabiuta.txt,Plugaru__PuiulDeVrabiuta,Plugaru,5743,False,False,True,False,True,False,False,0,0,2
Plugaru_BlestemulComorii.txt,Plugaru__BlestemulComorii,Plugaru,9914,False,False,True,False,False,False,False,0,0,1
Rebreanu_Ghinionul.txt,Rebreanu__Ghinionul,Rebreanu,11198,False,False,True,False,False,False,True,0,0,9
Rebreanu_TaineleIubirii.txt,Rebreanu__TaineleIubirii,Rebreanu,11264,False,False,False,False,False,False,False,0,0,0
Rebreanu_Catastrofa.txt,Rebreanu__Catastrofa,Rebreanu,66142,False,False,False,False,False,False,False,0,0,0
Rebreanu_Venus.txt,Rebreanu__Venus,Rebreanu,8807,False,False,True,False,False,False,True,0,0,6
Rebreanu_Dincolo.txt,Rebreanu__Dincolo,Rebreanu,18908,False,False,True,False,False,False,False,0,0,3
Rebreanu_Baroneasa.txt,Rebreanu__Baroneasa,Rebreanu,6628,False,False,True,False,False,False,False,0,0,2
Rebreanu_FamiliaMisterioasa.txt,Rebreanu__FamiliaMisterioasa,Rebreanu,5034,False,False,False,False,False,False,False,0,0,0
Rebreanu_CanteculIubirii.txt,Rebreanu__CanteculIubirii,Rebreanu,10619,False,False,False,False,False,False,False,0,0,0
Rebreanu_Sfarsitul.txt,Rebreanu__Sfarsitul,Rebreanu,6327,False,False,True,False,False,False,True,0,0,1
Slavici_TovarasieNepotrivita.txt,Slavici__TovarasieNepotrivita,Slavici,11882,False,False,False,False,False,False,False,0,0,0
Slavici_LeuParaleu.txt,Slavici__LeuParaleu,Slavici,9285,False,False,False,False,False,False,False,0,0,0
Slavici_LaCruceaDinSat.txt,Slavici__LaCruceaDinSat,Slavici,43800,False,False,False,False,False,False,False,0,0,0
Slavici_PacalaInSatulLui.txt,Slavici__PacalaInSatulLui,Slavici,28076,False,False,False,False,False,False,False,0,0,0
Slavici_DinTiganie.txt,Slavici__DinTiganie,Slavici,45351,False,False,False,False,False,False,False,0,0,0
